"Age","Attrition","DailyRate","Department","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","Over18","OverTime","PerformanceRating","StandardHours","TotalWorkingYears","TrainingTimesLastYear","YearsInCurrentRole"
35,"No",1343,"Research & Development",1,"Medical",3,"Female",53,2,1,"Research Scientist",1,2559,1,"Y","No",3,80,6,3,5
36,"No",928,"Sales",2,"Life Sciences",2,"Male",56,3,2,"Sales Executive",4,6201,1,"Y","Yes",3,80,18,1,14
32,"No",117,"Sales",4,"Life Sciences",2,"Male",73,3,2,"Sales Executive",4,4403,2,"Y","No",3,80,8,3,2
30,"No",1012,"Research & Development",4,"Life Sciences",2,"Male",75,2,1,"Research Scientist",4,3761,9,"Y","No",3,80,10,3,4
53,"No",661,"Sales",2,"Marketing",1,"Female",78,2,3,"Sales Executive",4,10934,7,"Y","Yes",3,80,35,3,2
45,"No",930,"Sales",3,"Marketing",4,"Male",74,3,3,"Sales Executive",1,10761,4,"Y","Yes",3,80,18,2,4
32,"No",638,"Research & Development",2,"Medical",3,"Female",91,4,2,"Research Scientist",3,5175,5,"Y","No",3,80,9,3,3
52,"No",890,"Research & Development",4,"Medical",3,"Female",81,2,4,"Manufacturing Director",4,13826,3,"Y","No",4,80,31,3,8
37,"No",342,"Sales",4,"Marketing",4,"Male",66,2,2,"Sales Executive",3,6334,4,"Y","No",3,80,9,2,0
28,"No",1169,"Human Resources",2,"Medical",2,"Male",63,2,1,"Human Resources",4,4936,1,"Y","No",3,80,6,6,1
22,"No",1230,"Research & Development",2,"Life Sciences",4,"Male",33,2,2,"Manufacturing Director",4,4775,6,"Y","No",4,80,4,2,2
44,"No",986,"Research & Development",4,"Life Sciences",1,"Male",62,4,1,"Laboratory Technician",4,2818,2,"Y","Yes",4,80,10,2,2
42,"No",1271,"Research & Development",1,"Medical",2,"Male",35,3,1,"Research Scientist",4,2515,5,"Y","Yes",3,80,8,2,1
36,"No",1278,"Human Resources",3,"Life Sciences",1,"Male",77,2,1,"Human Resources",1,2342,0,"Y","No",4,80,6,3,4
25,"No",141,"Sales",1,"Other",3,"Male",98,3,2,"Sales Executive",1,4194,1,"Y","Yes",3,80,5,3,3
35,"No",607,"Research & Development",3,"Life Sciences",4,"Female",66,2,3,"Manufacturing Director",3,10685,1,"Y","Yes",4,80,17,2,14
35,"Yes",130,"Research & Development",4,"Life Sciences",4,"Female",96,3,1,"Research Scientist",2,2022,1,"Y","Yes",3,80,10,3,2
32,"No",300,"Research & Development",3,"Life Sciences",4,"Male",61,3,1,"Laboratory Technician",4,2314,0,"Y","No",3,80,4,2,0
25,"No",583,"Sales",1,"Marketing",3,"Male",87,2,2,"Sales Executive",1,4256,1,"Y","No",3,80,5,1,2
49,"No",1418,"Research & Development",3,"Technical Degree",3,"Female",36,3,1,"Research Scientist",1,3580,2,"Y","No",3,80,7,2,2
24,"No",1269,"Research & Development",1,"Life Sciences",1,"Male",46,2,1,"Laboratory Technician",4,3162,0,"Y","No",3,80,6,2,2
32,"No",379,"Sales",2,"Life Sciences",2,"Male",48,3,2,"Sales Executive",2,6524,1,"Y","No",3,80,10,3,8
38,"No",395,"Sales",3,"Marketing",2,"Male",98,2,1,"Sales Representative",2,2899,0,"Y","No",3,80,3,3,2
42,"No",1265,"Research & Development",3,"Life Sciences",3,"Female",95,4,2,"Laboratory Technician",4,5231,2,"Y","Yes",3,80,17,1,3
31,"No",1222,"Research & Development",4,"Life Sciences",4,"Male",48,3,1,"Research Scientist",4,2356,3,"Y","Yes",3,80,8,2,4
29,"Yes",341,"Sales",3,"Medical",2,"Female",48,2,1,"Sales Representative",3,2800,6,"Y","Yes",3,80,5,3,2
53,"No",868,"Sales",3,"Marketing",1,"Male",73,3,4,"Sales Executive",4,11836,5,"Y","No",3,80,28,3,0
35,"No",672,"Research & Development",3,"Technical Degree",4,"Male",78,2,3,"Manufacturing Director",2,10903,3,"Y","No",3,80,16,2,10
37,"No",1231,"Sales",2,"Medical",3,"Female",54,3,1,"Sales Representative",4,2973,5,"Y","No",3,80,10,3,4
53,"No",102,"Research & Development",4,"Life Sciences",4,"Female",72,3,4,"Research Director",4,14275,6,"Y","No",3,80,33,0,9
43,"No",422,"Research & Development",3,"Life Sciences",4,"Female",33,3,2,"Healthcare Representative",4,5562,4,"Y","No",3,80,12,2,2
47,"No",249,"Sales",2,"Marketing",3,"Female",35,3,2,"Sales Executive",4,4537,0,"Y","Yes",4,80,8,2,6
37,"No",1252,"Sales",2,"Medical",1,"Male",32,3,3,"Sales Executive",2,7642,1,"Y","Yes",3,80,10,2,0
50,"No",881,"Research & Development",4,"Life Sciences",1,"Male",98,3,4,"Manager",1,17924,1,"Y","No",3,80,31,3,6
39,"No",1383,"Human Resources",3,"Life Sciences",4,"Female",42,2,2,"Human Resources",4,5204,8,"Y","No",3,80,13,2,4
33,"No",1075,"Human Resources",2,"Human Resources",4,"Male",57,3,1,"Human Resources",2,2277,3,"Y","Yes",3,80,7,4,3
32,"Yes",374,"Research & Development",4,"Life Sciences",1,"Male",87,3,1,"Laboratory Technician",4,2795,1,"Y","Yes",4,80,1,2,0
29,"No",1086,"Research & Development",1,"Medical",1,"Female",62,2,1,"Laboratory Technician",4,2532,6,"Y","No",3,80,8,5,3
44,"No",661,"Research & Development",2,"Life Sciences",2,"Male",61,3,1,"Research Scientist",1,2559,1,"Y","Yes",3,80,8,0,7
28,"No",821,"Sales",4,"Medical",1,"Male",98,3,2,"Sales Executive",4,4908,1,"Y","No",3,80,4,3,2
58,"Yes",781,"Research & Development",1,"Life Sciences",4,"Male",57,2,1,"Laboratory Technician",4,2380,9,"Y","Yes",3,80,3,3,0
43,"No",177,"Research & Development",3,"Life Sciences",1,"Female",55,3,2,"Manufacturing Director",2,4765,4,"Y","No",4,80,4,2,0
20,"Yes",500,"Sales",3,"Medical",3,"Female",49,2,1,"Sales Representative",3,2044,1,"Y","No",3,80,2,3,2
21,"Yes",1427,"Research & Development",1,"Other",4,"Female",65,3,1,"Research Scientist",4,2693,1,"Y","No",3,80,1,3,0
36,"No",1425,"Research & Development",1,"Life Sciences",3,"Male",68,3,2,"Healthcare Representative",4,6586,0,"Y","Yes",3,80,17,2,8
47,"No",1454,"Sales",4,"Life Sciences",4,"Female",65,2,1,"Sales Representative",4,3294,1,"Y","Yes",3,80,3,3,2
22,"Yes",617,"Research & Development",1,"Life Sciences",2,"Female",34,3,2,"Manufacturing Director",3,4171,0,"Y","Yes",3,80,4,3,2
41,"Yes",1085,"Research & Development",4,"Life Sciences",2,"Female",57,1,1,"Laboratory Technician",4,2778,4,"Y","Yes",3,80,10,1,7
28,"No",995,"Research & Development",3,"Medical",3,"Female",77,3,1,"Research Scientist",3,2377,5,"Y","No",3,80,6,2,2
39,"Yes",1122,"Research & Development",3,"Medical",4,"Male",70,3,1,"Laboratory Technician",1,2404,7,"Y","Yes",4,80,8,2,2
27,"No",618,"Research & Development",3,"Life Sciences",2,"Female",76,3,1,"Research Scientist",3,2318,1,"Y","No",3,80,1,2,1
34,"No",546,"Research & Development",3,"Life Sciences",2,"Male",83,3,1,"Laboratory Technician",2,2008,1,"Y","No",3,80,1,3,0
42,"No",462,"Sales",2,"Medical",3,"Female",68,2,2,"Sales Executive",3,6244,7,"Y","No",3,80,10,6,4
33,"No",1198,"Research & Development",4,"Other",3,"Male",100,2,1,"Research Scientist",1,2799,3,"Y","Yes",3,80,6,1,2
58,"No",1272,"Research & Development",3,"Technical Degree",3,"Female",37,2,3,"Healthcare Representative",2,10552,2,"Y","Yes",3,80,24,3,0
31,"No",154,"Sales",4,"Life Sciences",2,"Male",41,2,1,"Sales Representative",3,2329,3,"Y","No",3,80,13,2,7
35,"No",1137,"Research & Development",1,"Life Sciences",4,"Female",51,3,2,"Healthcare Representative",4,4014,1,"Y","Yes",4,80,10,2,6
49,"No",527,"Research & Development",2,"Other",1,"Female",51,3,3,"Laboratory Technician",2,7403,4,"Y","No",3,80,29,3,9
48,"No",1469,"Research & Development",4,"Medical",4,"Male",51,3,1,"Research Scientist",3,2259,4,"Y","No",3,80,13,2,0
31,"No",1188,"Sales",2,"Marketing",4,"Female",45,3,2,"Sales Executive",3,6932,1,"Y","No",3,80,9,2,8
36,"No",188,"Research & Development",4,"Other",2,"Male",65,3,1,"Research Scientist",4,4678,2,"Y","No",3,80,8,6,2
38,"No",1333,"Research & Development",3,"Technical Degree",4,"Female",80,3,3,"Research Director",1,13582,1,"Y","No",3,80,15,3,12
32,"No",1184,"Research & Development",3,"Life Sciences",3,"Female",70,2,1,"Laboratory Technician",2,2332,6,"Y","No",4,80,5,3,0
25,"Yes",867,"Sales",2,"Marketing",3,"Male",36,2,1,"Sales Representative",2,2413,1,"Y","Yes",3,80,1,2,0
40,"No",658,"Sales",4,"Marketing",1,"Male",67,2,3,"Sales Executive",2,9705,2,"Y","No",3,80,11,2,0
26,"No",1283,"Sales",3,"Medical",3,"Male",52,2,2,"Sales Executive",1,4294,1,"Y","No",3,80,7,2,7
41,"No",263,"Research & Development",3,"Medical",4,"Male",59,3,1,"Laboratory Technician",1,4721,2,"Y","Yes",3,80,20,3,13
36,"No",938,"Research & Development",4,"Medical",3,"Male",79,3,1,"Laboratory Technician",3,2519,4,"Y","No",4,80,16,6,8
19,"Yes",419,"Sales",3,"Other",4,"Male",37,2,1,"Sales Representative",2,2121,1,"Y","Yes",3,80,1,3,0
20,"Yes",129,"Research & Development",3,"Technical Degree",1,"Male",84,3,1,"Laboratory Technician",1,2973,1,"Y","No",3,80,1,2,0
31,"No",616,"Research & Development",3,"Medical",4,"Female",41,3,2,"Healthcare Representative",4,5855,0,"Y","Yes",3,80,10,2,7
40,"No",1469,"Research & Development",4,"Medical",4,"Male",35,3,1,"Research Scientist",2,3617,8,"Y","Yes",3,80,3,2,1
32,"No",498,"Research & Development",4,"Medical",3,"Female",93,3,2,"Manufacturing Director",1,6725,1,"Y","No",3,80,8,2,7
36,"Yes",530,"Sales",1,"Life Sciences",3,"Male",51,2,3,"Sales Executive",4,10325,1,"Y","Yes",3,80,16,6,7
33,"No",1069,"Research & Development",3,"Life Sciences",2,"Female",42,2,2,"Healthcare Representative",4,6949,0,"Y","No",3,80,6,3,0
37,"Yes",625,"Sales",4,"Life Sciences",1,"Male",46,2,3,"Sales Executive",3,10609,5,"Y","No",3,80,17,2,1
45,"No",805,"Research & Development",2,"Life Sciences",3,"Male",57,3,2,"Laboratory Technician",2,4447,1,"Y","No",3,80,9,5,7
29,"No",1404,"Sales",3,"Technical Degree",3,"Female",84,3,1,"Sales Representative",4,2157,1,"Y","No",3,80,3,5,1
35,"No",1219,"Sales",3,"Medical",3,"Female",86,3,2,"Sales Executive",3,4601,1,"Y","No",3,80,5,3,2
52,"No",1053,"Research & Development",2,"Life Sciences",4,"Male",70,3,4,"Manager",4,17099,2,"Y","No",3,80,26,2,8
58,"Yes",289,"Research & Development",3,"Technical Degree",4,"Male",51,3,1,"Research Scientist",3,2479,4,"Y","No",4,80,7,4,0
53,"No",1376,"Sales",2,"Medical",3,"Male",45,3,4,"Manager",3,14852,6,"Y","No",3,80,22,3,13
30,"No",231,"Sales",2,"Other",3,"Male",62,3,3,"Sales Executive",3,7264,5,"Y","No",3,80,10,2,4
38,"No",152,"Sales",3,"Technical Degree",3,"Female",85,3,2,"Sales Executive",4,5666,1,"Y","Yes",3,80,6,1,3
35,"No",882,"Sales",4,"Life Sciences",4,"Male",92,3,3,"Sales Executive",4,7823,6,"Y","No",3,80,12,2,9
39,"No",903,"Sales",5,"Life Sciences",1,"Male",41,4,3,"Sales Executive",3,7880,0,"Y","No",3,80,9,3,7
40,"Yes",1479,"Sales",3,"Life Sciences",2,"Female",100,4,4,"Sales Executive",2,13194,4,"Y","Yes",3,80,22,2,0
47,"No",1379,"Research & Development",4,"Medical",3,"Male",64,4,2,"Manufacturing Director",3,5067,1,"Y","Yes",3,80,20,3,10
36,"No",1229,"Sales",4,"Technical Degree",1,"Male",84,3,2,"Sales Executive",4,5079,4,"Y","No",3,80,12,3,7
31,"Yes",335,"Research & Development",2,"Medical",3,"Male",46,2,1,"Research Scientist",1,2321,0,"Y","Yes",4,80,4,0,2
33,"No",722,"Sales",3,"Life Sciences",4,"Male",38,3,4,"Manager",3,17444,1,"Y","No",3,80,10,2,8
29,"Yes",906,"Research & Development",3,"Life Sciences",4,"Female",92,2,1,"Research Scientist",1,2404,6,"Y","Yes",4,80,3,5,0
33,"No",461,"Research & Development",1,"Life Sciences",2,"Female",53,3,1,"Research Scientist",4,3452,3,"Y","No",3,80,5,4,2
45,"No",974,"Research & Development",4,"Medical",4,"Female",91,3,1,"Laboratory Technician",4,2270,3,"Y","No",3,80,8,2,3
50,"No",1126,"Research & Development",2,"Medical",4,"Male",66,3,4,"Research Director",4,17399,9,"Y","No",4,80,32,1,4
33,"No",827,"Research & Development",4,"Other",3,"Female",84,4,2,"Healthcare Representative",2,5488,1,"Y","Yes",3,80,6,2,5
41,"No",840,"Research & Development",3,"Medical",1,"Male",64,3,5,"Research Director",3,19419,2,"Y","No",3,80,21,2,16
27,"No",1134,"Research & Development",4,"Technical Degree",3,"Female",37,3,1,"Laboratory Technician",2,2811,9,"Y","No",3,80,4,2,2
45,"No",248,"Research & Development",2,"Life Sciences",4,"Male",42,3,2,"Laboratory Technician",1,3633,1,"Y","Yes",3,80,9,2,8
47,"No",955,"Sales",2,"Life Sciences",4,"Female",83,3,2,"Sales Executive",4,4163,1,"Y","Yes",3,80,9,0,0
30,"Yes",138,"Research & Development",3,"Life Sciences",1,"Female",48,3,1,"Research Scientist",3,2132,4,"Y","Yes",3,80,7,2,2
50,"No",939,"Research & Development",3,"Life Sciences",4,"Male",95,3,4,"Manufacturing Director",3,13973,3,"Y","Yes",3,80,22,2,11
38,"No",1391,"Research & Development",1,"Medical",3,"Male",66,3,1,"Research Scientist",3,2684,0,"Y","No",3,80,3,0,1
46,"No",566,"Research & Development",2,"Medical",4,"Male",75,3,3,"Manufacturing Director",3,10845,6,"Y","No",3,80,13,3,7
24,"No",1206,"Research & Development",1,"Medical",4,"Female",41,2,2,"Manufacturing Director",3,4377,1,"Y","No",3,80,5,6,2
35,"Yes",622,"Research & Development",4,"Other",3,"Male",39,2,1,"Laboratory Technician",2,3743,1,"Y","Yes",4,80,5,2,2
31,"No",853,"Research & Development",1,"Life Sciences",3,"Female",96,3,2,"Manufacturing Director",1,4148,1,"Y","No",3,80,4,1,3
18,"No",287,"Research & Development",2,"Life Sciences",2,"Male",73,3,1,"Research Scientist",4,1051,1,"Y","No",3,80,0,2,0
54,"No",1441,"Research & Development",3,"Technical Degree",3,"Female",56,3,3,"Manufacturing Director",3,10739,8,"Y","No",3,80,22,2,7
35,"No",583,"Research & Development",4,"Medical",3,"Female",57,3,3,"Healthcare Representative",3,10388,1,"Y","Yes",3,80,16,3,10
30,"No",153,"Research & Development",2,"Life Sciences",2,"Female",73,4,3,"Research Director",1,11416,0,"Y","Yes",3,80,9,4,7
20,"Yes",1097,"Research & Development",3,"Medical",4,"Female",98,2,1,"Research Scientist",1,2600,1,"Y","Yes",3,80,1,2,0
30,"Yes",109,"Research & Development",3,"Medical",2,"Female",60,3,1,"Laboratory Technician",2,2422,0,"Y","No",3,80,4,3,2
26,"No",1066,"Research & Development",2,"Medical",4,"Male",32,4,2,"Manufacturing Director",4,5472,1,"Y","No",3,80,8,2,7
22,"No",217,"Research & Development",1,"Life Sciences",2,"Male",94,1,1,"Laboratory Technician",1,2451,1,"Y","No",3,80,4,3,3
48,"No",277,"Research & Development",3,"Life Sciences",1,"Male",97,2,2,"Healthcare Representative",3,4240,2,"Y","No",3,80,19,0,2
48,"No",1355,"Research & Development",4,"Life Sciences",3,"Male",78,2,3,"Healthcare Representative",3,10999,7,"Y","No",3,80,27,3,11
41,"No",549,"Research & Development",2,"Medical",4,"Female",42,3,2,"Manufacturing Director",3,5003,6,"Y","No",3,80,8,6,2
39,"No",466,"Research & Development",1,"Life Sciences",4,"Female",65,2,4,"Manufacturing Director",4,12742,1,"Y","No",3,80,21,3,6
27,"No",1055,"Research & Development",4,"Life Sciences",1,"Female",47,3,2,"Manufacturing Director",4,4227,0,"Y","No",3,80,4,2,2
35,"No",802,"Research & Development",3,"Other",2,"Male",45,3,1,"Laboratory Technician",4,3917,1,"Y","No",4,80,3,4,2
42,"No",265,"Sales",2,"Marketing",4,"Male",90,3,5,"Manager",3,18303,6,"Y","No",3,80,21,3,0
50,"No",804,"Research & Development",3,"Life Sciences",1,"Male",64,3,1,"Laboratory Technician",4,2380,4,"Y","No",3,80,8,5,0
59,"No",715,"Research & Development",3,"Life Sciences",3,"Female",69,2,4,"Manufacturing Director",4,13726,3,"Y","Yes",3,80,30,4,3
37,"Yes",1141,"Research & Development",2,"Medical",1,"Female",61,1,2,"Healthcare Representative",2,4777,5,"Y","No",3,80,15,2,0
55,"No",135,"Research & Development",4,"Medical",3,"Male",62,3,2,"Healthcare Representative",2,6385,3,"Y","Yes",3,80,17,3,7
41,"No",247,"Research & Development",1,"Life Sciences",2,"Female",55,1,5,"Research Director",3,19973,1,"Y","No",4,80,21,3,16
38,"No",1035,"Sales",4,"Life Sciences",2,"Male",42,3,2,"Sales Executive",4,6861,8,"Y","Yes",3,80,19,1,0
26,"Yes",265,"Sales",2,"Medical",2,"Male",79,1,2,"Sales Executive",1,4969,8,"Y","No",3,80,7,6,2
52,"Yes",266,"Sales",1,"Marketing",1,"Female",57,1,5,"Manager",4,19845,1,"Y","No",3,80,33,3,14
44,"No",1448,"Sales",3,"Medical",4,"Female",53,4,4,"Sales Executive",4,13320,3,"Y","Yes",3,80,23,2,11
50,"No",145,"Sales",3,"Life Sciences",4,"Female",95,3,2,"Sales Executive",3,6347,0,"Y","No",3,80,19,3,7
36,"Yes",885,"Research & Development",4,"Life Sciences",3,"Female",43,4,1,"Laboratory Technician",1,2743,1,"Y","No",3,80,18,1,13
39,"No",945,"Research & Development",3,"Medical",4,"Female",82,3,3,"Manufacturing Director",1,10880,1,"Y","Yes",3,80,21,2,6
33,"No",1038,"Sales",1,"Life Sciences",2,"Female",88,2,1,"Sales Representative",4,2342,0,"Y","No",3,80,3,2,2
45,"No",1234,"Sales",2,"Life Sciences",4,"Female",90,3,4,"Manager",4,17650,3,"Y","No",3,80,26,4,3
32,"No",1109,"Research & Development",4,"Medical",4,"Female",69,3,1,"Laboratory Technician",3,4025,9,"Y","No",3,80,10,2,7
34,"No",216,"Sales",4,"Marketing",2,"Male",75,4,2,"Sales Executive",4,9725,0,"Y","No",3,80,16,2,1
59,"No",1089,"Sales",2,"Technical Degree",2,"Male",66,3,3,"Manager",4,11904,3,"Y","Yes",3,80,14,1,4
45,"No",788,"Human Resources",4,"Medical",2,"Male",36,3,1,"Human Resources",2,2177,1,"Y","No",3,80,6,3,3
53,"No",124,"Sales",3,"Marketing",3,"Female",38,2,3,"Sales Executive",2,7525,2,"Y","No",3,80,30,2,7
36,"Yes",660,"Research & Development",3,"Other",1,"Male",81,3,2,"Laboratory Technician",3,4834,7,"Y","No",3,80,9,3,0
26,"Yes",342,"Research & Development",3,"Life Sciences",1,"Male",57,3,1,"Research Scientist",1,2042,6,"Y","Yes",3,80,6,2,2
34,"No",1333,"Sales",4,"Life Sciences",3,"Female",87,3,1,"Sales Representative",3,2220,1,"Y","Yes",3,80,1,2,1
28,"No",1144,"Sales",1,"Medical",4,"Male",74,3,1,"Sales Representative",2,1052,1,"Y","No",4,80,1,5,0
38,"No",1186,"Research & Development",4,"Other",3,"Male",44,3,1,"Research Scientist",3,2821,3,"Y","No",3,80,8,2,2
50,"No",1464,"Research & Development",4,"Medical",2,"Male",62,3,5,"Research Director",3,19237,2,"Y","Yes",3,80,29,2,1
37,"No",124,"Research & Development",3,"Other",4,"Female",35,3,2,"Healthcare Representative",2,4107,3,"Y","No",3,80,8,3,3
40,"No",300,"Sales",3,"Marketing",3,"Male",74,3,2,"Sales Executive",1,8396,1,"Y","No",3,80,8,3,7
26,"No",921,"Research & Development",1,"Medical",1,"Female",66,2,1,"Research Scientist",3,2007,1,"Y","No",3,80,5,5,3
46,"No",430,"Research & Development",4,"Medical",4,"Male",40,3,5,"Research Director",4,19627,9,"Y","No",3,80,23,0,2
54,"No",1082,"Sales",4,"Life Sciences",3,"Female",41,2,3,"Sales Executive",3,10686,6,"Y","No",3,80,13,4,4
56,"No",1240,"Research & Development",3,"Medical",1,"Female",63,3,1,"Research Scientist",3,2942,2,"Y","No",3,80,18,4,4
36,"No",796,"Research & Development",5,"Medical",4,"Female",51,2,3,"Manufacturing Director",4,8858,0,"Y","No",3,80,15,2,8
55,"No",444,"Research & Development",1,"Medical",3,"Male",40,2,4,"Manager",1,16756,7,"Y","No",3,80,31,3,7
43,"No",415,"Sales",3,"Medical",3,"Male",79,2,3,"Sales Executive",4,10798,5,"Y","No",3,80,18,5,0
20,"Yes",769,"Sales",3,"Marketing",4,"Female",54,3,1,"Sales Representative",4,2323,1,"Y","Yes",3,80,2,3,2
21,"Yes",1334,"Research & Development",3,"Life Sciences",3,"Female",36,2,1,"Laboratory Technician",1,1416,1,"Y","No",3,80,1,6,0
46,"No",1003,"Research & Development",4,"Life Sciences",4,"Female",74,2,2,"Research Scientist",1,4615,8,"Y","Yes",4,80,19,2,13
51,"Yes",1323,"Research & Development",4,"Life Sciences",1,"Male",34,3,1,"Research Scientist",3,2461,9,"Y","Yes",3,80,18,2,0
28,"Yes",1366,"Research & Development",2,"Technical Degree",2,"Male",72,2,3,"Healthcare Representative",1,8722,1,"Y","No",3,80,10,2,7
26,"No",192,"Research & Development",2,"Medical",1,"Male",59,2,1,"Laboratory Technician",1,3955,1,"Y","No",3,80,6,2,3
30,"No",1176,"Research & Development",3,"Other",3,"Male",85,3,2,"Manufacturing Director",1,9957,0,"Y","No",3,80,7,1,2
41,"No",509,"Research & Development",2,"Technical Degree",2,"Female",43,4,1,"Research Scientist",3,3376,1,"Y","No",3,80,10,3,6
38,"No",330,"Research & Development",1,"Life Sciences",3,"Female",65,2,3,"Healthcare Representative",3,8823,0,"Y","No",3,80,20,4,9
40,"No",1492,"Research & Development",4,"Technical Degree",1,"Male",61,3,3,"Healthcare Representative",4,10322,4,"Y","No",4,80,14,6,10
27,"No",1277,"Research & Development",5,"Life Sciences",1,"Male",87,1,1,"Laboratory Technician",3,4621,1,"Y","No",3,80,3,4,2
55,"No",1091,"Research & Development",1,"Life Sciences",4,"Male",65,3,3,"Manufacturing Director",2,10976,3,"Y","No",3,80,23,4,2
28,"No",857,"Research & Development",3,"Other",3,"Female",59,3,2,"Research Scientist",3,3660,3,"Y","No",3,80,10,4,7
44,"Yes",1376,"Human Resources",2,"Medical",2,"Male",91,2,3,"Human Resources",1,10482,9,"Y","No",3,80,24,1,6
33,"No",654,"Research & Development",3,"Life Sciences",4,"Male",34,2,3,"Healthcare Representative",4,7119,4,"Y","No",3,80,9,2,2
35,"Yes",1204,"Sales",3,"Technical Degree",4,"Male",86,3,3,"Sales Executive",1,9582,0,"Y","Yes",4,80,9,2,7
33,"Yes",827,"Research & Development",4,"Medical",1,"Female",54,2,2,"Research Scientist",3,4508,1,"Y","No",4,80,14,4,7
28,"No",895,"Research & Development",2,"Life Sciences",1,"Male",50,3,1,"Laboratory Technician",3,2207,1,"Y","No",3,80,4,5,2
34,"No",618,"Research & Development",1,"Life Sciences",1,"Male",45,3,2,"Healthcare Representative",4,7756,0,"Y","No",3,80,7,1,2
37,"No",309,"Sales",4,"Life Sciences",4,"Female",88,2,2,"Sales Executive",4,6694,2,"Y","Yes",3,80,8,5,0
25,"Yes",1219,"Research & Development",1,"Technical Degree",4,"Male",32,3,1,"Laboratory Technician",4,3691,1,"Y","Yes",3,80,7,3,7
26,"Yes",1330,"Research & Development",3,"Medical",1,"Male",37,3,1,"Laboratory Technician",3,2377,1,"Y","No",4,80,1,0,1
33,"Yes",1017,"Research & Development",3,"Medical",1,"Male",55,2,1,"Research Scientist",2,2313,4,"Y","Yes",4,80,5,0,2
42,"No",469,"Research & Development",2,"Medical",4,"Male",35,3,4,"Manager",1,17665,0,"Y","No",3,80,23,3,6
28,"Yes",1009,"Research & Development",3,"Medical",1,"Male",45,2,1,"Laboratory Technician",2,2596,1,"Y","No",3,80,1,2,0
50,"Yes",959,"Sales",4,"Other",4,"Male",81,3,2,"Sales Executive",3,4728,3,"Y","Yes",3,80,5,4,0
33,"No",970,"Sales",3,"Life Sciences",4,"Female",30,3,2,"Sales Executive",2,4302,0,"Y","No",3,80,4,3,2
34,"No",697,"Research & Development",4,"Life Sciences",3,"Male",40,2,1,"Research Scientist",4,2979,3,"Y","No",3,80,6,2,0
48,"No",1262,"Research & Development",4,"Medical",1,"Male",35,4,4,"Manager",4,16885,2,"Y","No",4,80,27,3,4
45,"No",1050,"Sales",4,"Life Sciences",2,"Female",65,2,2,"Sales Executive",3,5593,1,"Y","No",3,80,15,2,10
52,"No",994,"Research & Development",4,"Life Sciences",2,"Male",87,3,3,"Healthcare Representative",2,10445,7,"Y","No",3,80,18,4,6
38,"No",770,"Sales",4,"Marketing",3,"Male",73,2,3,"Sales Executive",3,8740,0,"Y","Yes",3,80,9,2,7
29,"No",1107,"Research & Development",4,"Life Sciences",3,"Female",93,3,1,"Research Scientist",4,2514,4,"Y","No",4,80,11,1,5
28,"No",950,"Research & Development",3,"Medical",4,"Female",93,3,3,"Manufacturing Director",2,7655,0,"Y","No",3,80,10,3,7
46,"No",406,"Sales",1,"Marketing",1,"Male",52,3,4,"Manager",3,17465,3,"Y","No",3,80,23,3,9
38,"No",130,"Sales",2,"Marketing",4,"Male",32,3,3,"Sales Executive",2,7351,7,"Y","No",3,80,10,2,0
43,"No",1082,"Research & Development",3,"Life Sciences",3,"Female",83,3,3,"Manufacturing Director",1,10820,8,"Y","No",3,80,18,1,7
39,"Yes",203,"Research & Development",3,"Life Sciences",1,"Male",84,3,4,"Healthcare Representative",4,12169,7,"Y","No",3,80,21,4,7
40,"No",1308,"Research & Development",3,"Medical",3,"Male",44,2,5,"Research Director",3,19626,1,"Y","No",3,80,21,2,7
21,"No",984,"Research & Development",1,"Technical Degree",4,"Female",70,2,1,"Research Scientist",2,2070,1,"Y","Yes",3,80,2,6,2
39,"No",439,"Research & Development",3,"Life Sciences",3,"Male",70,3,2,"Laboratory Technician",2,6782,9,"Y","No",3,80,9,2,4
36,"No",217,"Research & Development",4,"Life Sciences",1,"Male",78,3,2,"Manufacturing Director",4,7779,2,"Y","No",4,80,18,0,9
31,"No",793,"Sales",3,"Life Sciences",3,"Male",67,4,1,"Sales Representative",4,2791,0,"Y","No",3,80,3,4,2
28,"No",1451,"Research & Development",1,"Life Sciences",1,"Male",67,2,1,"Research Scientist",2,3201,0,"Y","No",3,80,6,2,3
35,"No",1182,"Sales",2,"Marketing",4,"Male",54,3,2,"Sales Executive",4,4968,1,"Y","No",3,80,5,3,2
49,"No",174,"Sales",4,"Technical Degree",4,"Male",56,2,4,"Sales Executive",2,13120,6,"Y","No",3,80,22,3,8
34,"No",1003,"Research & Development",2,"Life Sciences",4,"Male",95,3,2,"Manufacturing Director",3,4033,2,"Y","No",3,80,5,3,2
29,"No",490,"Research & Development",3,"Life Sciences",4,"Female",61,3,1,"Research Scientist",2,3291,0,"Y","No",3,80,8,2,5
42,"No",188,"Research & Development",3,"Medical",2,"Male",56,1,2,"Laboratory Technician",4,4272,4,"Y","No",3,80,16,3,0
29,"No",718,"Research & Development",1,"Medical",2,"Male",79,2,2,"Manufacturing Director",4,5056,1,"Y","Yes",3,80,10,2,7
38,"No",433,"Human Resources",3,"Human Resources",3,"Male",37,4,1,"Human Resources",3,2844,1,"Y","No",3,80,7,2,6
